text,workout_type,source,video_title,channel,likes,date,video_id,author,word_count,spam,cleaned_text,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,sentiment_category,motivation_type,motivation_strength,equipment_gym_specific,equipment_home_specific,equipment_free_weights,equipment_cardio,equipment_primary,total_equipment_mentions,satisfaction_positive,satisfaction_negative,satisfaction_progress,satisfaction_frustration,satisfaction_net,satisfaction_level
Done! So happy to see you back! You Are the Best!!! I've been following you for around 4 years and am still in love with your fitness sessions.,home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,0,2026-01-28,bM2ueLV0A4I,@aat865,28,False,Done! So happy to see you back! You Are the Best!!! I ve been following you for around 4 years and am still in love with your fitness sessions,0.0,0.595,0.405,0.949,positive,not_detected,0,0,0,0,0,no_equipment,0,3,0,0,0,3,very_satisfied
Thanks in advance MrandMrsMuscle! Checkin in and I love the workouts so far. Will check in under the pinned post after <3,home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,1,2026-01-27,bM2ueLV0A4I,@DamiXDesign,22,False,Thanks in advance MrandMrsMuscle! Checkin in and I love the workouts so far Will check in under the pinned post after 3,0.0,0.709,0.291,0.8122,positive,goal_oriented,1,0,0,0,0,no_equipment,0,3,0,0,0,3,very_satisfied
"Ohh my goodness thank you so much. It's my first day following your routine, I am at 12:23 and I paused the video to appreciate you, I am working out after many days almost after like a week and other vdos on yt either don't make me sweat or make me breathless in like 5 mins
This is the pace I need and it is not at all too much for me
Thank you soooo muchh",home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,2,2026-01-25,bM2ueLV0A4I,@aprajitasikdar1750,76,False,Ohh my goodness thank you so much It s my first day following your routine I am at 12 23 and I paused the video to appreciate you I am working out after many days almost after like a week and other vdos on yt either don t make me sweat or make me breathless in like 5 mins This is the pace I need and it is not at all too much for me Thank you soooo muchh,0.0,0.811,0.189,0.9208,positive,internal,1,0,0,0,0,no_equipment,0,3,0,0,0,3,very_satisfied
"I came across your page last year,since then I’ve been stock and obsessed with your routines😊 I must say I’ve been able to loose about 5kg of weight and some belly fat.welcome back ❤",home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,1,2026-01-21,bM2ueLV0A4I,@rosellakings3200,34,False,I came across your page last year since then I ve been stock and obsessed with your routines I must say I ve been able to loose about 5kg of weight and some belly fat welcome back,0.108,0.811,0.081,0.0,neutral,internal,3,0,0,2,0,no_equipment,2,0,0,0,0,0,neutral
"Hi, I love your routines, especially the standing ones. These have been very useful for me as a rheumatoid arthritis patient 💓💓",home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,2,2026-01-20,bM2ueLV0A4I,@lunadeagosto365,22,False,Hi I love your routines especially the standing ones These have been very useful for me as a rheumatoid arthritis patient,0.0,0.697,0.303,0.8122,positive,internal,1,0,1,0,0,home_focused,1,1,0,0,0,1,satisfied
Nice I like your video to guide me workout at home❤❤,home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,1,2026-01-20,bM2ueLV0A4I,@hereralyaa,11,False,Nice I like your video to guide me workout at home,0.0,0.602,0.398,0.6486,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
I'm loving your videos. Thank you for going at a decent pace and not going super fast. It feels like I can actually think about the move I'm doing instead of just trying to keep up.,home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,1,2026-01-20,bM2ueLV0A4I,@anarendon1858,36,False,I m loving your videos Thank you for going at a decent pace and not going super fast It feels like I can actually think about the move I m doing instead of just trying to keep up,0.079,0.699,0.222,0.696,positive,not_detected,0,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
"Make sure you head to https://athleanx.com/blackbook to grab my Biceps Black Book gift for free. As always, thanks for watching and let me know which bodyweight exercise I may have left off the list here that you love for building muscle!",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,17,2026-03-08,kHXBL5BTIus,@athleanx,41,False,Make sure you head to to grab my Biceps Black Book gift for free As always thanks for watching and let me know which bodyweight exercise I may have left off the list here that you love for building muscle!,0.0,0.681,0.319,0.9422,positive,goal_oriented,2,0,1,1,0,home_focused,2,3,0,0,0,3,very_satisfied
"All of these are awesome, they feel bloody great, but the one exception being that behind the head chin up. Tried that, really don't like how it feels on the neck, not one bit.",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-10,kHXBL5BTIus,@Johny40Se7en,34,False,All of these are awesome they feel bloody great but the one exception being that behind the head chin up Tried that really don t like how it feels on the neck not one bit,0.048,0.737,0.215,0.7794,positive,external,1,0,0,0,0,no_equipment,0,2,0,0,0,2,very_satisfied
Wise move on this video most Americans so broke they no longer can afford a Gym Membership.,home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-10,kHXBL5BTIus,@DiGiTaLGraveDigga,17,False,Wise move on this video most Americans so broke they no longer can afford a Gym Membership,0.285,0.578,0.138,-0.5122,negative,external,1,0,0,0,0,no_equipment,0,0,0,0,1,0,neutral
The Black Book download is good! (You'll have to turn off your ad blockers.),home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@USS-SNAKE-ISLAND,14,False,The Black Book download is good! You ll have to turn off your ad blockers,0.0,0.814,0.186,0.4926,positive,internal,1,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
9:40 any advice on safe mounting/unmounting during handstand pushups with a wall?,home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@karanbalwani,12,False,9 40 any advice on safe mounting unmounting during handstand pushups with a wall?,0.0,0.791,0.209,0.4404,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"Some great ideas here. Especially those one can do everywhere where there’s no equipment. 
The door frame movement I actually do sometimes just because it feels good. Never thought to enhance it to a work out.",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@MathieuDeVinois,36,False,Some great ideas here Especially those one can do everywhere where there s no equipment The door frame movement I actually do sometimes just because it feels good Never thought to enhance it to a work out,0.055,0.771,0.174,0.7003,positive,internal,1,0,0,0,0,no_equipment,0,2,0,0,0,2,very_satisfied
"Torrai Velorie right hand reached for the sword on her hip as she quickly rose and turned towards the threat..

3/6",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@visionsogeurope1324,21,False,Torrai Velorie right hand reached for the sword on her hip as she quickly rose and turned towards the threat 3 6,0.136,0.68,0.184,0.0516,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Explaining the door jamb face pull when your partner has to call the paramedics will be fun,home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@mikesurel5040,17,False,Explaining the door jamb face pull when your partner has to call the paramedics will be fun,0.0,0.829,0.171,0.5106,positive,external,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"All exercises with weights, machines, and bodyweight are worth doing intentionally and properly",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@art-o9e7n,13,False,All exercises with weights machines and bodyweight are worth doing intentionally and properly,0.0,0.863,0.137,0.2263,positive,goal_oriented,1,1,1,2,0,mixed,4,1,0,0,0,1,satisfied
"Respect for Jeff doing pull ups mid outro. Loved that video,  Keep it up coach!",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@lidorbiton1073,15,False,Respect for Jeff doing pull ups mid outro Loved that video Keep it up coach!,0.0,0.641,0.359,0.807,positive,external,1,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
I like lower chest dips however those aren't really a bodyweight exercise for me anymore because of increased the amount that I can do so I feel like I got to where I was doing three reps with like 75 additional pounds and that's where it's beneficial actually I'd like to increase that a little more I feel like you're not going to see that much of a benefit until you can do like an additional 75 lb because then you can get more reps with less weight unless you got the machine that adds weight which makes you lighter so you can do more reps. Those machines are great. With that machine the chin-ups are more beneficial than the pulldowns,home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@PrestonSmithArch9266,121,False,I like lower chest dips however those aren t really a bodyweight exercise for me anymore because of increased the amount that I can do so I feel like I got to where I was doing three reps with like 75 additional pounds and that s where it s beneficial actually I d like to increase that a little more I feel like you re not going to see that much of a benefit until you can do like an additional 75 lb because then you can get more reps with less weight unless you got the machine that adds weight which makes you lighter so you can do more reps Those machines are great With that machine the chin ups are more beneficial than the pulldowns,0.016,0.743,0.24,0.9801,positive,mixed,2,1,1,2,0,mixed,4,1,0,0,0,1,satisfied
"Wow Weird, you could have told us this years ago that we didn't need a gym or all these videos you produced.",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@MonntgomerySon,22,False,Wow Weird you could have told us this years ago that we didn t need a gym or all these videos you produced,0.069,0.776,0.155,0.4767,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"Hey man, do you have any videos about exercises to do with severe arthritis?",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@Delineated69,14,False,Hey man do you have any videos about exercises to do with severe arthritis?,0.167,0.833,0.0,-0.3818,negative,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
I feel like I'm not going to get enough benefit from chin-ups unless I got the machine that I can add weight to so I can get more reps or if I can get to where I can do at least three reps with 65 or 75 pounds Of additional weight So I tend to just not do them because I don't have that machine And they just do bicep pulldowns,home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@PrestonSmithArch9266,71,False,I feel like I m not going to get enough benefit from chin ups unless I got the machine that I can add weight to so I can get more reps or if I can get to where I can do at least three reps with 65 or 75 pounds Of additional weight So I tend to just not do them because I don t have that machine And they just do bicep pulldowns,0.0,0.917,0.083,0.6705,positive,mixed,5,1,0,2,0,gym_focused,3,0,0,0,0,0,neutral
Gyms are becoming very expensive now - so videos like these are very beneficial 👏🏻💫👏🏻,home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@ad4mkelly,15,False,Gyms are becoming very expensive now so videos like these are very beneficial,0.0,0.648,0.352,0.7159,positive,not_detected,0,0,0,0,0,no_equipment,0,0,1,0,1,-1,dissatisfied
"You are way too lean, bro. So dangerous to maintain such a low bodyfat for so many years. You've aged so much visibly from chronic stress and starvation. Fit is not the same thing as healthy and it shows. I'm 43 and have lifted for 28 years. How are you able to stay so lean pushing 50 and not collapse from the natural test levels of a 90 year old woman? Eat more saturated fat and dietary cholesterol from red meat and eggs. Feel better at 12% body fat. There's no way you are mainaining this naturally. You look very sickly and young men are watching you thinking starvation is ok. After all these years, my advice to young men is eat red meat, eggs, and butter, avoid carbs and seed oils, and train enough to do the trick but not too much. It took so many years of suffering with bad advice to realize this.",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@coreyoliver3182,156,False,You are way too lean bro So dangerous to maintain such a low bodyfat for so many years You ve aged so much visibly from chronic stress and starvation Fit is not the same thing as healthy and it shows I m 43 and have lifted for 28 years How are you able to stay so lean pushing 50 and not collapse from the natural test levels of a 90 year old woman? Eat more saturated fat and dietary cholesterol from red meat and eggs Feel better at 12 body fat There s no way you are mainaining this naturally You look very sickly and young men are watching you thinking starvation is ok After all these years my advice to young men is eat red meat eggs and butter avoid carbs and seed oils and train enough to do the trick but not too much It took so many years of suffering with bad advice to realize this,0.111,0.826,0.063,-0.8455,negative,mixed,2,0,0,0,0,no_equipment,0,1,1,1,0,0,neutral
While body weight exercises are indeed fine for beginners...unless you add weight to yourself...you cannot progressive overload as the number of reps doesn't translate.,home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@normhagen1913,24,False,While body weight exercises are indeed fine for beginners unless you add weight to yourself you cannot progressive overload as the number of reps doesn t translate,0.0,0.815,0.185,0.4956,positive,mixed,4,0,0,1,0,no_equipment,1,1,0,1,0,1,satisfied
"Abs mass is also a “go vs show” aspect.  Just because abs mass makes you slightly less “ideally” shaped, abs strength is very beneficial for overall spinal and overall stability.",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@matthewprather7386,30,False,Abs mass is also a go vs show aspect Just because abs mass makes you slightly less ideally shaped abs strength is very beneficial for overall spinal and overall stability,0.0,0.751,0.249,0.8235,positive,inspirational,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"Love getting ""No Gym Needed"" advice from a dude who spends literally all his time in a gym.",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,1,2026-03-09,kHXBL5BTIus,@jesse_cole,18,False,Love getting No Gym Needed advice from a dude who spends literally all his time in a gym,0.108,0.686,0.206,0.4588,positive,not_detected,0,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
"Biceps Black Book.
Now there's a throwback. I remember reading that years ago on AthleanX after getting one of the programs.",home,youtube,The 10 Most EFFECTIVE Bodyweight Exercises for Building Muscle,ATHLEAN-X™,0,2026-03-09,kHXBL5BTIus,@fiddlebender88,21,False,Biceps Black Book Now there s a throwback I remember reading that years ago on AthleanX after getting one of the programs,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
I made this routine if you need a little kick in the pants to get training again in a simple way. Do this for 3 sets. It should only take you around 20-30 minutes. 2-3 days per week. You'll be making some solid gains and getting in good shape. Keep it very simple and build up some momentum with this basic bodyweight workout. If you feel motivated from there add a few more things in :) Have fun with it!,home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,274,2022-11-17,h5eC6HW7CHU,@Strengthside,80,False,I made this routine if you need a little kick in the pants to get training again in a simple way Do this for 3 sets It should only take you around 20 30 minutes 2 3 days per week You ll be making some solid gains and getting in good shape Keep it very simple and build up some momentum with this basic bodyweight workout If you feel motivated from there add a few more things in Have fun with it!,0.0,0.838,0.162,0.9098,positive,goal_oriented,3,0,1,1,0,home_focused,2,2,0,1,0,2,very_satisfied
"Don't believe this guy please, you're only going to waste your time with that shit of ""workout""",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2025-12-28,h5eC6HW7CHU,@NicolasBurgosNeira-c8y,17,False,Don t believe this guy please you re only going to waste your time with that shit of workout,0.27,0.633,0.097,-0.6249,negative,not_detected,0,0,0,0,0,no_equipment,0,0,1,0,1,-1,dissatisfied
Is it strange when you squat to feel in your abductors?,home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2025-12-22,h5eC6HW7CHU,@YoursTrulyJZ,11,False,Is it strange when you squat to feel in your abductors?,0.153,0.847,0.0,-0.2023,negative,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"I don’t know about getting some muscles… It keeps you fit and healthy, but I’m pretty sure you know as well as I do. We need a lot more to develop bigger muscles. Although I only do bodyweight workout like you guys.🤘🏼🤘🏼",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-11-06,h5eC6HW7CHU,@crldnlc,42,False,I don t know about getting some muscles It keeps you fit and healthy but I m pretty sure you know as well as I do We need a lot more to develop bigger muscles Although I only do bodyweight workout like you guys,0.0,0.649,0.351,0.9408,positive,goal_oriented,2,0,1,1,0,home_focused,2,0,0,0,0,0,neutral
"I’ve been doing there since my early 20s because I grew up with ambulatory cerebral palsy and learning these were very helpful with learning muscle control so I can have full use of my body

I’m now 29 and training for a marathon ☺️",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-09-09,h5eC6HW7CHU,@753studios6,44,False,I ve been doing there since my early 20s because I grew up with ambulatory cerebral palsy and learning these were very helpful with learning muscle control so I can have full use of my body I m now 29 and training for a marathon,0.0,0.925,0.075,0.4754,positive,mixed,2,0,0,0,0,no_equipment,0,0,0,0,1,0,neutral
I gonna try. Good job fam. I want to stay fit without gym,home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-09-02,h5eC6HW7CHU,@normanheurtematte,13,False,I gonna try Good job fam I want to stay fit without gym,0.0,0.544,0.456,0.6908,positive,internal,1,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
I may incorporate the toe squats and overhead deadlifts into my leg routine,home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-08-11,h5eC6HW7CHU,@raymondjblaze7761,13,False,I may incorporate the toe squats and overhead deadlifts into my leg routine,0.0,1.0,0.0,0.0,neutral,internal,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"I need to work on that, because I  need lose weight to lose my wrist because I'm skinny fat.",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-08-08,h5eC6HW7CHU,@stevengilles2977,19,False,I need to work on that because I need lose weight to lose my wrist because I m skinny fat,0.278,0.722,0.0,-0.6597,negative,mixed,4,0,0,1,0,no_equipment,1,0,0,0,0,0,neutral
"Very good!- and the shape he’s in looks not only Aesthetically Super, but seems Seriously Functional, too.",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-08-06,h5eC6HW7CHU,@richardmapa2585,17,False,Very good! and the shape he s in looks not only Aesthetically Super but seems Seriously Functional too,0.215,0.683,0.102,-0.3223,negative,not_detected,0,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
Lovely stuff as always. I tell people that you don’t need a gym all the time.,home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-08-05,h5eC6HW7CHU,@lachutequimarche8074,16,False,Lovely stuff as always I tell people that you don t need a gym all the time,0.0,0.774,0.226,0.5859,positive,not_detected,0,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
"I cant express how good these excercises are, after laying of gym for while and long sitting  due to desk job, I started devloping pains in rhomboid areas and lower back. Today I was feeling I cant do much as I woke up with pain, these excercises felt good to start blood flow and was easy on body too.",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-07-15,h5eC6HW7CHU,@prabalpratapsingh9144,59,False,I cant express how good these excercises are after laying of gym for while and long sitting due to desk job I started devloping pains in rhomboid areas and lower back Today I was feeling I cant do much as I woke up with pain these excercises felt good to start blood flow and was easy on body too,0.203,0.729,0.068,-0.8277,negative,not_detected,0,0,0,0,0,no_equipment,0,1,1,0,0,0,neutral
"You built that physique by going to the gym.
 
3 movements shown here are a Hinge (""deadlift""), Squat( Bodyweight squat), Push (Push up). This is not opitmal at all.

Fundamental movement patterns in humans are as follows:-

1. Push - Horizontal & Vertical
2. Pull - Horizontal & Vertical
3. Squat
4. Lunge
5. Hinge 
6. Carry
7. Locomotion 

I get you are content creator and need to post some thing or the other. but this is straight nonsense & misleading.


If you are watching this no gym workout nonsense like i did. Stop and get the gym memberships & overload these movements with actual weights.
Progessed more in 6 months than years of this stupidity.",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,2,2024-02-21,h5eC6HW7CHU,@Ethereum1789,116,False,You built that physique by going to the gym 3 movements shown here are a Hinge deadlift Squat Bodyweight squat Push Push up This is not opitmal at all Fundamental movement patterns in humans are as follows 1 Push Horizontal Vertical 2 Pull Horizontal Vertical 3 Squat 4 Lunge 5 Hinge 6 Carry 7 Locomotion I get you are content creator and need to post some thing or the other but this is straight nonsense misleading If you are watching this no gym workout nonsense like i did Stop and get the gym memberships overload these movements with actual weights Progessed more in 6 months than years of this stupidity,0.206,0.747,0.047,-0.9634,negative,internal,5,0,1,2,0,home_focused,3,0,0,0,1,0,neutral
"Bodyweight squats are useless, I guarantee your legs can lift at least 2 x your body weight. Them quads need to be challenged",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-02-12,h5eC6HW7CHU,@xerikl,23,False,Bodyweight squats are useless I guarantee your legs can lift at least 2 x your body weight Them quads need to be challenged,0.181,0.733,0.086,-0.296,negative,mixed,3,0,1,1,0,home_focused,2,0,1,0,0,-1,dissatisfied
"The ""toe squats,"" demonstrated in the video above, are, in ballet parlance, grand plie in first position.",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-01-24,h5eC6HW7CHU,@22Too,17,False,The toe squats demonstrated in the video above are in ballet parlance grand plie in first position,0.0,0.842,0.158,0.4588,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"Suddenly have shoulder pain ... not heavy pain. 
But Feel uncomfortable...I not even did shoulder or chest workouts... unable to do workouts . 
Any solution please ?
Thanks",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-01-22,h5eC6HW7CHU,@TravelWithParisTamizhaa,28,False,Suddenly have shoulder pain not heavy pain But Feel uncomfortable I not even did shoulder or chest workouts unable to do workouts Any solution please ? Thanks,0.211,0.521,0.267,0.4678,positive,not_detected,0,0,0,0,0,no_equipment,0,2,1,0,0,1,satisfied
"What kind of reps can I do to reduce my man bun, though?",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,1,2024-01-22,h5eC6HW7CHU,@jesse_cole,13,False,What kind of reps can I do to reduce my man bun though?,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
These guys have the best energy and deliver simple and effective workouts that stretch and strengthen. Great combo,home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,9,2024-01-18,h5eC6HW7CHU,@matthewmagnotta2822,18,False,These guys have the best energy and deliver simple and effective workouts that stretch and strengthen Great combo,0.0,0.451,0.549,0.9413,positive,external,1,0,0,0,0,no_equipment,0,3,0,0,0,3,very_satisfied
"Hi Josh, I heard about your channel from Jude (JumpRopeVeteran) and have been watching a lot of the videos; lots of useful information.
I have been doing body-weight exercises (since Aug 2023) and jump rope (using the Rhythm Rope since Nov 2023). In addition, I have been watching what I eat. I am ensuring that my routines and eating habits are sustainable. I have now lost around 18 lbs. 

Since I really liked this video, I have started doing this as a 5-set workout 3x a week. I have also incorporated hanging into my workout and rope flow during the dynamic rest (simple underhand/overhand swings). The other days is 30 min of jump rope and everyday has a 3+ mile walk. 

Thanx for these videos again; very helpful.",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,14,2024-01-05,h5eC6HW7CHU,@focusonmoi,128,False,Hi Josh I heard about your channel from Jude JumpRopeVeteran and have been watching a lot of the videos lots of useful information I have been doing body weight exercises since Aug 2023 and jump rope using the Rhythm Rope since Nov 2023 In addition I have been watching what I eat I am ensuring that my routines and eating habits are sustainable I have now lost around 18 lbs Since I really liked this video I have started doing this as a 5 set workout 3x a week I have also incorporated hanging into my workout and rope flow during the dynamic rest simple underhand overhand swings The other days is 30 min of jump rope and everyday has a 3 mile walk Thanx for these videos again very helpful,0.018,0.872,0.109,0.8882,positive,mixed,4,0,2,2,0,home_focused,4,1,0,2,0,1,satisfied
"Body without gym comes from a man who has exercises shot in the gym. So one can assume that this man goes to gym, and fooling others to get gym body without gym, so that he gets likes.😅",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-01-04,h5eC6HW7CHU,@pragatibawane,38,False,Body without gym comes from a man who has exercises shot in the gym So one can assume that this man goes to gym and fooling others to get gym body without gym so that he gets likes,0.067,0.864,0.069,0.0258,neutral,external,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"Strength side, squat university and umove channels were the main reason why I got motivated to working out again after disc hernia surgery. I learned even more about my body, even though I’m a physician. Now I’m pain free. Thank you God and thank you strength side.",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,5,2023-12-25,h5eC6HW7CHU,@K24718,47,False,Strength side squat university and umove channels were the main reason why I got motivated to working out again after disc hernia surgery I learned even more about my body even though I m a physician Now I m pain free Thank you God and thank you strength side,0.058,0.595,0.347,0.9382,positive,mixed,2,0,0,0,0,no_equipment,0,2,1,1,0,1,satisfied
"Like those excercises.
I quit pro sports 8 years ago, go to gym twice a week, but have such workouts as u show on your channel almost every day. I never felt so great as now.",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,1,2023-12-07,h5eC6HW7CHU,@AndyNeverEnding,36,False,Like those excercises I quit pro sports 8 years ago go to gym twice a week but have such workouts as u show on your channel almost every day I never felt so great as now,0.0,0.761,0.239,0.8782,positive,inspirational,1,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
"The people just walking around there neighborhood wondering what the heck they are looking at (all jokes, keep up the good work)",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2023-12-04,h5eC6HW7CHU,@JacksonXW,22,False,The people just walking around there neighborhood wondering what the heck they are looking at all jokes keep up the good work,0.0,0.803,0.197,0.5994,positive,external,1,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
